"","LSOA21CD","IMD_2025_decile","IMD_2025_score"
"999","E01001046",8,10.165
"1000","E01001047",4,25.553
"1001","E01001049",9,6.479
"1002","E01001050",5,20.244
"1003","E01001051",2,39.849
"1004","E01001052",2,43.689
"1005","E01001053",2,33.728
"1006","E01001054",2,35.509
"1007","E01001055",2,39.099
"1008","E01001056",1,45.524
"1009","E01001057",1,48.6
"1010","E01001058",7,13
"1011","E01001059",5,18.574
"1012","E01001060",5,20.66
"1013","E01001061",4,21.835
"1014","E01001062",7,11.255
"1015","E01001063",9,7.989
"1016","E01001064",8,8.429
"1017","E01001065",6,16.587
"1018","E01001066",2,39.937
"1019","E01001067",10,3.424
"1020","E01001068",6,15.639
"1021","E01001069",10,5.319
"1022","E01001070",6,15.479
"1023","E01001071",8,10.744
"1024","E01001072",10,4.879
"1025","E01001073",7,13.24
"1026","E01001074",5,18.34
"1027","E01001075",7,13.704
"1028","E01001076",2,41.552
"1029","E01001077",6,16.852
"1030","E01001078",2,38.768
"1031","E01001079",2,44.195
"1032","E01001080",1,60.528
"1033","E01001081",3,31.348
"1034","E01001082",2,33.742
"1035","E01001083",8,9.212
"1036","E01001084",8,9.694
"1037","E01001085",5,21.414
"1038","E01001086",6,14.713
"1039","E01001087",3,31.63
"1040","E01001088",6,16.491
"1041","E01001089",3,28.021
"1042","E01001090",4,25.014
"1043","E01001091",6,14.186
"1044","E01001092",5,17.849
"1045","E01001093",7,13.807
"1046","E01001094",10,4.118
"1047","E01001095",5,19.188
"1048","E01001096",10,3.62
"1049","E01001097",3,27.97
"1050","E01001098",10,3.585
"1051","E01001099",5,20.105
"1052","E01001100",9,6.829
"1053","E01001101",10,1.602
"1054","E01001102",10,5.353
"1055","E01001103",10,4.02
"1056","E01001104",10,4.881
"1057","E01001105",7,12.469
"1058","E01001106",7,11.44
"1059","E01001107",10,5.336
"1060","E01001108",10,1.969
"1061","E01001109",3,32.503
"1062","E01001110",2,39.724
"1063","E01001111",4,26.324
"1064","E01001112",3,29.416
"1065","E01001113",3,29.981
"1066","E01001114",2,40.568
"1067","E01001115",2,37.307
"1068","E01001116",3,32.404
"1069","E01001118",2,42.711
"1070","E01001119",10,3.825
"1071","E01001120",9,7.973
"1072","E01001121",10,5.335
"1073","E01001122",10,3.243
"1074","E01001123",10,2.647
"1075","E01001124",10,2.666
"1076","E01001125",7,12.563
"1077","E01001126",9,5.686
"1078","E01001127",9,5.977
"1079","E01001128",2,36.682
"1080","E01001129",10,3.326
"1081","E01001130",2,42.383
"1082","E01001131",7,13.703
"1083","E01001132",8,8.599
"1084","E01001133",8,9.831
"1085","E01001134",9,8.314
"1086","E01001135",9,7.963
"1087","E01001136",3,30.688
"1088","E01001137",6,15.96
"1089","E01001138",5,19.938
"1090","E01001139",5,17.755
"1091","E01001140",5,18.042
"1092","E01001141",3,28.357
"1093","E01001142",5,19.729
"1094","E01001143",3,29.36
"1095","E01001144",3,29.529
"1096","E01001145",2,44.118
"1097","E01001146",5,20.736
"1098","E01001147",3,33.06
"1099","E01001148",4,22.653
"1100","E01001149",5,17.618
"1101","E01001150",6,16.8
"1102","E01001151",2,39.877
"1103","E01001152",2,35.942
"1104","E01001153",4,24.46
"1105","E01001154",2,34.51
"1106","E01001155",1,50.88
"1107","E01001156",4,21.721
"1108","E01001157",5,19.046
"1109","E01001158",5,20.695
"1110","E01001159",7,14.075
"1111","E01001160",6,16.894
"1112","E01001161",2,39.192
"1113","E01001162",4,25.743
"1114","E01001163",6,15.575
"1115","E01001164",4,23.246
"1116","E01001165",4,22.115
"1117","E01001166",2,34.935
"1118","E01001167",5,21.076
"1119","E01001168",4,22.724
"1120","E01001169",3,27.071
"1121","E01001170",3,30.178
"1122","E01001171",4,24.29
"1123","E01001172",2,36.186
"1124","E01001173",5,21.406
"1125","E01001174",4,21.546
"1126","E01001175",3,30.522
"1127","E01001176",3,32.401
"1128","E01001177",3,30.475
"1129","E01001178",1,70.076
"1130","E01001179",4,23.167
"1131","E01001180",3,30.812
"1132","E01001181",1,48.183
"1133","E01001182",4,21.932
"1134","E01001183",3,32.818
"1135","E01001184",6,16.444
"1136","E01001185",4,23.148
"1137","E01001186",3,32.502
"1138","E01001187",4,25.842
"1139","E01001188",3,29.049
"1140","E01001189",6,14.722
"1141","E01001190",5,19.294
"1142","E01001191",2,36.133
"1143","E01001192",4,26.155
"1144","E01001193",3,29.99
"1145","E01001194",6,16.156
"1146","E01001195",5,17.642
"1147","E01001196",2,36.527
"1148","E01001197",4,22.347
"1149","E01001198",6,15.188
"1150","E01001199",3,26.806
"1151","E01001200",6,16.431
"1152","E01001201",6,15.335
"1153","E01001202",2,34.707
"1154","E01001203",2,36.824
"1155","E01001204",6,14.279
"1156","E01001205",2,35.263
"1157","E01001206",1,55.428
"1158","E01001207",6,15.668
"1159","E01001208",8,8.745
"1160","E01001209",8,9.757
"1161","E01001210",1,47.467
"1162","E01001211",7,12.48
"1163","E01001212",6,14.574
"1164","E01001213",3,32.593
"1165","E01001214",4,22.956
"1166","E01001215",2,39.523
"1167","E01001216",3,30.969
"1168","E01001217",5,20.567
"1169","E01001218",2,37.425
"1170","E01001219",2,41.953
"1171","E01001220",2,40.38
"1172","E01001223",7,11.651
"1173","E01001224",8,8.557
"1174","E01001225",4,21.546
"1175","E01001226",7,12.401
"1176","E01001227",7,12.717
"1177","E01001228",6,14.215
"1178","E01001229",3,27.937
"1179","E01001230",5,18.833
"1180","E01001231",7,13.454
"1181","E01001232",4,23.235
"1182","E01001233",5,21.533
"1183","E01001234",4,22.48
"1184","E01001235",6,14.983
"1185","E01001236",6,15.344
"1186","E01001237",6,14.175
"1187","E01001239",2,37.151
"1188","E01001240",3,30.957
"1189","E01001241",4,24.584
"1190","E01001242",4,22.717
"1191","E01001243",4,23.675
"1192","E01001244",4,25.25
"1193","E01001245",5,18.722
"1194","E01001246",2,35.283
"1195","E01001247",3,30.8
"1196","E01001248",5,20.782
"1197","E01001249",2,36.792
"1198","E01001250",2,42.907
"1199","E01001251",5,21.054
"1200","E01001252",3,31.785
"1201","E01001253",5,21.028
"1202","E01001254",6,15.958
"1203","E01001255",7,13.677
"1204","E01001257",2,40.531
"1205","E01001258",4,22.347
"1206","E01001259",4,25.796
"1207","E01001260",4,25.215
"1208","E01001261",3,30.838
"1209","E01001262",3,32.981
"1210","E01001263",2,35.515
"1211","E01001264",3,27.734
"1212","E01001265",4,23.522
"1213","E01001266",5,20.301
"1214","E01001267",3,32.127
"1215","E01001268",5,18.712
"1216","E01001269",5,20.711
"1217","E01001270",5,19.469
"1218","E01001271",3,28.793
"1219","E01001272",4,25.01
"1220","E01001273",7,13.189
"1221","E01001274",7,12.077
"1222","E01001275",5,19.703
"1223","E01001276",2,34.565
"1224","E01001277",3,26.609
"1225","E01001278",3,27.455
"1226","E01001279",10,4.974
"1227","E01001280",6,14.638
"1228","E01001281",8,9.129
"1229","E01001282",3,33.123
"1230","E01001283",2,35.149
"1231","E01001284",6,17.43
"1232","E01001285",3,30.717
"1233","E01001286",3,28.368
"1234","E01001287",3,28.111
"1235","E01001288",4,21.623
"1236","E01001289",5,20.875
"1237","E01001290",5,20.793
"1238","E01001291",4,25.694
"1239","E01001292",5,19.948
"1240","E01001293",4,25.899
"1241","E01001294",3,28.773
"1242","E01001295",4,24.256
"1243","E01001296",3,30.609
"1244","E01001297",3,32.552
"1245","E01001298",3,31.323
"1246","E01001299",7,11.328
"1247","E01001300",8,10.283
"1248","E01001301",5,20.213
"1249","E01001302",7,11.543
"1250","E01001303",7,13.175
"1251","E01001304",6,14.16
"1252","E01001305",9,7.264
"1253","E01001306",8,10.231
"1254","E01001307",5,20.211
"1255","E01001308",7,14.063
"1256","E01001309",5,20.856
"1257","E01001310",5,18.856
"1258","E01001311",3,28.883
"1259","E01001312",5,21.418
"1260","E01001313",5,19.787
"1261","E01001314",5,17.558
"1262","E01001315",4,23.467
"1263","E01001316",2,34.719
"1264","E01001317",3,30.412
"1265","E01001318",2,38.77
"1266","E01001319",5,19.341
"1267","E01001320",2,44.288
"1268","E01001321",3,29.47
"1269","E01001322",3,29.725
"1270","E01001323",3,31.715
"1271","E01001324",2,36.886
"1272","E01001325",3,27.647
"1273","E01001326",2,35.508
"1274","E01001327",3,32.938
"1275","E01001328",2,37.526
"1276","E01001329",3,30.221
"1277","E01001330",1,48.226
"1278","E01001331",2,43.609
"1279","E01001332",2,37.924
"1280","E01001333",2,43.622
"1281","E01001334",2,40.142
"1282","E01001335",4,24.162
"1283","E01001336",4,26.316
"1284","E01001337",3,26.624
"1285","E01001338",3,33.325
"1286","E01001339",3,27.164
"1287","E01001340",1,48.834
"1288","E01001341",4,22.979
"1289","E01001342",4,23.777
"1290","E01001343",5,19.71
"1291","E01001344",3,29.431
"1292","E01001345",4,24.327
"1293","E01001346",3,27.999
"1294","E01001347",3,27.654
"1295","E01001348",2,34.972
"1296","E01001349",2,35.848
"1297","E01001350",6,15.094
"1298","E01001351",3,29.092
"1299","E01001352",6,16.213
"1300","E01001353",5,21.292
"1301","E01001354",4,21.619
"1302","E01001355",4,23.669
"1303","E01001356",1,49.112
"1304","E01001357",5,17.643
"1305","E01001358",4,22.508
"1306","E01001359",2,34.752
"1307","E01001360",3,26.768
"1308","E01001361",1,45.091
"1309","E01001362",2,37.563
"1310","E01001363",3,31.829
"1311","E01001364",2,41.101
"1312","E01001365",3,30.733
"1313","E01001366",2,35.877
"1314","E01001367",2,40.135
"1315","E01001368",2,33.6
"1316","E01001369",2,41.196
"1317","E01001370",3,31.771
"1318","E01001371",2,37.956
"1319","E01001372",3,33.491
"1320","E01001373",3,32.811
"1321","E01001374",8,10.567
"1322","E01001375",9,7.083
"1323","E01001376",4,22.513
"1324","E01001377",8,10.901
"1325","E01001379",9,6.913
"1326","E01001380",9,7.982
"1327","E01001381",4,21.893
"1328","E01001382",8,8.455
"1329","E01001383",7,13.367
"1330","E01001384",7,13.159
"1331","E01001385",7,11.863
"1332","E01001386",7,11.847
"1333","E01001387",5,17.723
"1334","E01001388",2,38.08
"1335","E01001389",3,28.767
"1336","E01001390",6,16.795
"1337","E01001391",3,31.163
"1338","E01001392",7,11.585
"1339","E01001393",4,26.261
"1340","E01001394",3,29.589
"1341","E01001395",2,37.748
"1342","E01001396",4,23.231
"1343","E01001397",3,32.752
"1344","E01001398",9,7.523
"1345","E01001399",7,11.804
"1346","E01001400",7,12.363
"1347","E01001401",6,15.276
"1348","E01001402",7,12.07
"1349","E01001403",6,16.668
"1350","E01001404",5,20.034
"1351","E01001405",6,15.568
"1352","E01001406",3,26.791
"1353","E01001407",5,18.978
"1354","E01001408",6,16.056
"1355","E01001409",2,38.461
"1356","E01001410",2,40.318
"1357","E01001411",5,18.252
"1358","E01001412",3,28.161
"1359","E01001413",8,8.742
"1360","E01001414",2,41.835
"1361","E01001415",5,18.197
"1362","E01001416",10,4.939
"1363","E01001417",10,4.794
"1364","E01001418",5,21.217
"1365","E01001419",5,20.055
"1366","E01001420",4,22.999
"1367","E01001421",5,20.68
"1368","E01001422",9,5.48
"1369","E01001423",2,37.772
"1370","E01001424",1,52.203
"1371","E01001425",1,59.541
"1372","E01001426",1,48.149
"1373","E01001427",1,49.55
"1374","E01001428",2,43.91
"1375","E01001429",1,61.175
"1376","E01001430",1,47.371
"1377","E01001431",1,51.842
"1378","E01001432",1,52.508
"1379","E01001433",1,47.401
"1380","E01001434",3,32.107
"1381","E01001435",3,29.544
"1382","E01001436",2,33.8
"1383","E01001437",1,46.668
"1384","E01001438",2,41.06
"1385","E01001439",1,51.294
"1386","E01001440",2,43.519
"1387","E01001441",2,43.529
"1388","E01001442",1,57.045
"1389","E01001444",3,32.352
"1390","E01001445",2,34.411
"1391","E01001446",2,37.859
"1392","E01001447",1,49.561
"1393","E01001448",2,36.141
"1394","E01001449",2,33.813
"1395","E01001450",4,25.674
"1396","E01001451",7,13.917
"1397","E01001452",9,6.641
"1398","E01001453",10,5.026
"1399","E01001454",9,7.924
"1400","E01001455",8,9.557
"1401","E01001456",10,4.341
"1402","E01001457",6,15.55
"1403","E01001458",1,48.005
"1404","E01001459",2,33.859
"1405","E01001460",1,49.247
"1406","E01001461",1,61.808
"1407","E01001462",2,43.951
"1408","E01001463",3,29.617
"1409","E01001464",2,38.655
"1410","E01001465",2,34.838
"1411","E01001466",2,38.259
"1412","E01001467",2,36.626
"1413","E01001468",4,21.748
"1414","E01001469",5,18.781
"1415","E01001470",8,10.598
"1416","E01001471",6,15.671
"1417","E01001472",7,12.94
"1418","E01001473",7,12.87
"1419","E01001474",8,10.854
"1420","E01001475",10,3.555
"1421","E01001476",2,38.73
"1422","E01001477",2,36.488
"1423","E01001478",4,24.254
"1424","E01001479",1,51.798
"1425","E01001480",2,34.286
"1426","E01001481",2,35.811
"1427","E01001482",1,45.709
"1428","E01001483",1,60.116
"1429","E01001484",3,31.676
"1430","E01001485",1,47.944
"1431","E01001486",1,48.67
"1432","E01001487",1,45.958
"1433","E01001488",1,45.859
"1434","E01001489",2,42.619
"1435","E01001491",2,44.036
"1436","E01001492",2,38.985
"1437","E01001493",3,27.517
"1438","E01001494",6,16.974
"1439","E01001495",5,19.085
"1440","E01001496",6,14.343
"1441","E01001497",4,23.26
"1442","E01001498",4,25.761
"1443","E01001499",4,24.004
"1444","E01001500",5,19.918
"1445","E01001501",3,31.473
"1446","E01001502",2,37.888
"1447","E01001503",2,34.947
"1448","E01001504",3,29.665
"1449","E01001505",2,36.031
"1450","E01001507",2,44.612
"1451","E01001508",2,41.235
"1452","E01001509",1,46.077
"1453","E01001511",4,26.549
"1454","E01001512",4,21.545
"1455","E01001513",2,44.271
"1456","E01001514",4,24.344
"1457","E01001515",2,43.914
"1458","E01001516",3,33.067
"1459","E01001517",1,49.475
"1460","E01001518",4,21.993
"1461","E01001520",5,17.789
"1462","E01001521",8,9.74
"1463","E01001522",5,18.613
"1464","E01001523",8,10.828
"1465","E01001524",5,21.494
"1466","E01001525",5,18.448
"1467","E01001526",8,8.405
"1468","E01001527",5,18.817
"1469","E01001528",2,33.553
"1470","E01001529",2,36.202
"1471","E01001530",4,24.03
"1472","E01001531",9,5.907
"1473","E01001532",9,8.057
"1474","E01001533",10,5.207
"1475","E01001534",6,15.574
"1476","E01001535",7,12.227
"1477","E01001536",4,22.423
"1478","E01001537",6,16.824
"1479","E01001538",9,7.099
"1480","E01001539",7,12.936
"1481","E01001540",6,16.45
"1482","E01001541",9,8.338
"1483","E01001542",4,22.785
"1484","E01001543",8,9.53
"1485","E01001544",8,10.742
"1486","E01001545",1,46.973
"1487","E01001546",2,37.055
"1488","E01001547",2,35.677
"1489","E01001548",2,37.974
"1490","E01001549",1,49.52
"1491","E01001550",2,37.124
"1492","E01001551",1,48.122
"1493","E01001552",3,30.546
"1494","E01001553",2,40.337
"1495","E01001554",1,58.598
"1496","E01001555",2,41.961
"1497","E01001556",4,26.093
"1498","E01001557",2,38.959
"1499","E01001558",1,49.692
"1500","E01001559",2,42.997
"1501","E01001560",2,34.028
"1502","E01001562",1,46.589
"1503","E01001563",5,19.529
"1504","E01001564",8,10.355
"1505","E01001565",6,15.036
"1506","E01001566",6,15.801
"1507","E01001567",10,5.174
"1508","E01001568",10,3.057
"1509","E01001569",5,19.121
"1510","E01001570",5,21.263
"1511","E01001571",5,18.439
"1512","E01001572",5,19.662
"1513","E01001573",5,20.711
"1514","E01001574",2,40.635
"1515","E01001575",2,39.427
"1516","E01001576",2,33.654
"1517","E01001577",3,29.677
"1518","E01001578",3,26.648
"1519","E01001579",3,31.564
"1520","E01001580",8,10.79
"1521","E01001581",4,22.196
"1522","E01001582",4,21.967
"1523","E01001583",7,11.826
"1524","E01001584",8,8.838
"1525","E01001585",7,12.983
"1526","E01001586",5,18.939
"1527","E01001587",8,10.41
"1528","E01001588",3,29.917
"1529","E01001589",3,28.844
"1530","E01001590",5,19.061
"1531","E01001591",3,30.883
"1532","E01001592",7,11.865
"1533","E01001593",8,10.999
"1534","E01001594",3,27.934
"1535","E01001595",4,22.897
"1536","E01001596",9,6.247
"1537","E01001597",6,15.381
"1538","E01001598",7,12.161
"1539","E01001599",5,19.284
"1540","E01001600",6,17.427
"1541","E01001601",8,10.344
"1542","E01001602",2,35.203
"1543","E01001603",2,36.943
"1544","E01001604",6,15.649
"1545","E01001605",10,5.196
"1546","E01001606",10,4.764
"1547","E01001607",6,17.103
"1548","E01001608",8,9.467
"1549","E01001609",5,21.519
"1550","E01001610",7,11.641
"1551","E01001611",5,17.763
"1552","E01001613",4,22.365
"1553","E01001614",10,5.293
"1554","E01001615",5,20.378
"1555","E01001617",7,12.673
"1556","E01001618",5,19.484
"1557","E01001619",7,12.829
"1558","E01001620",3,32.802
"1559","E01001621",3,28.283
"1560","E01001623",4,22.305
"1561","E01001624",4,22.542
"1562","E01001625",2,39.719
"1563","E01001629",2,33.938
"1564","E01001631",2,41.784
"1565","E01001632",3,32.353
"1566","E01001633",3,31.274
"1567","E01001634",2,35.71
"1568","E01001635",3,28.026
"1569","E01001636",3,29.402
"1570","E01001637",3,30.893
"1571","E01001638",2,36.513
"1572","E01001641",6,15.421
"1573","E01001642",6,14.184
"1574","E01001644",6,16.761
"1575","E01001645",4,23.788
"1576","E01001646",4,25.76
"1577","E01001647",6,14.621
"1578","E01001648",5,17.972
"1579","E01001649",3,27.132
"1580","E01001650",3,28.543
"1581","E01001651",2,36.619
"1582","E01001652",5,17.805
"1583","E01001653",2,41.366
"1584","E01001654",2,35.881
"1585","E01001655",2,44.327
"1586","E01001656",6,16.31
"1587","E01001657",7,12.869
"1588","E01001658",6,16.872
"1589","E01001659",6,16.258
"1590","E01001660",3,30.812
"1591","E01001661",3,30.241
"1592","E01001664",6,15.079
"1593","E01001665",5,17.533
"1594","E01001666",5,19.371
"1595","E01001669",3,31.245
"1596","E01001671",3,28.551
"1597","E01001672",3,31.73
"1598","E01001673",2,35.867
"1599","E01001674",3,28.015
"1600","E01001675",3,31.99
"1601","E01001676",2,35.241
"1602","E01001677",3,29.135
"1603","E01001678",5,20.479
"1604","E01001679",6,14.636
"1605","E01001680",8,8.413
"1606","E01001681",6,16.705
"1607","E01001682",5,18.487
"1608","E01001683",4,26.46
"1609","E01001684",4,23.476
"1610","E01001685",4,21.588
"1611","E01001686",4,26.075
"1612","E01001687",2,42.02
"1613","E01001688",3,28.754
"1614","E01001690",2,34.573
"1615","E01001692",2,34.153
"1616","E01001693",2,42.26
"1617","E01001694",3,27.06
"1618","E01001695",3,29.897
"1619","E01001696",3,26.799
"1620","E01001697",3,29.021
"1621","E01001698",3,33.309
"1622","E01001699",4,23.688
"1623","E01001700",3,28.01
"1624","E01001701",4,24.676
"1625","E01001702",2,33.813
"1626","E01001703",2,37.618
"1627","E01001704",3,27.003
"1628","E01001705",2,35.449
"1629","E01001708",6,16.801
"1630","E01001710",2,37.621
"1631","E01001712",2,37.915
"1632","E01001714",4,26.219
"1633","E01001715",4,24.08
"1634","E01001716",2,37.08
"1635","E01001717",4,22.057
"1636","E01001718",5,19.815
"1637","E01001719",3,27.931
"1638","E01001720",6,15.668
"1639","E01001722",1,46.648
"1640","E01001723",3,29.294
"1641","E01001724",4,25.056
"1642","E01001725",1,46.434
"1643","E01001726",1,50.774
"1644","E01001727",2,34.575
"1645","E01001728",1,49.338
"1646","E01001729",1,46.108
"1647","E01001730",2,37.5
"1648","E01001731",3,28.311
"1649","E01001732",2,42.607
"1650","E01001733",5,20.212
"1651","E01001734",3,31.604
"1652","E01001735",3,28.728
"1653","E01001736",6,14.801
"1654","E01001737",6,16.567
"1655","E01001738",4,21.983
"1656","E01001739",5,19.797
"1657","E01001740",2,35.281
"1658","E01001741",7,12.44
"1659","E01001742",4,24.271
