"LSOA11CD","IMD_2019_decile","IMD_2019_score"
"E01018590",10,4.365
"E01010190",10,4.294
"E01010308",1,49.072
"E01010219",6,15.346
"E01018007",10,5.576
"E01017944",3,28.975
"E01017531",2,35.092
"E01018013",10,5.061
"E01017736",7,11.507
"E01017615",4,26.333
"E01017555",4,23.229
"E01028468",5,20.411
"E01028522",2,37.613
"E01029136",4,24.209
"E01028456",5,18.148
"E01028644",10,3.62
"E01028981",7,12.68
"E01028679",6,15.712
"E01028586",6,15.876
"E01029178",6,17.085
"E01029204",8,11.065
"E01006214",2,39.323
"E01006155",7,13.218
"E01029158",7,11.455
"E01029413",6,15.325
"E01028621",4,21.644
"E01028990",4,23.251
"E01030125",7,13.635
"E01029456",7,11.683
"E01029024",9,6.973
"E01030237",8,8.832
"E01030269",8,10.273
"E01030007",7,13.412
"E01030092",5,20.895
"E01029068",5,19.557
"E01029094",5,19.77
"E01029096",3,32.206
"E01028971",6,16.956
"E01029223",7,13.547
"E01029258",9,8.115
"E01029109",2,41.53
"E01005543",5,19.025
"E01005553",2,39.847
"E01029490",7,12.93
"E01029549",3,28.604
"E01005640",2,39.781
"E01005654",2,39.559
"E01005639",1,59.403
"E01005662",1,59.907
"E01029635",3,30.778
"E01029917",8,10.041
"E01030363",6,16.549
"E01030466",7,11.616
"E01029880",6,17.245
"E01029468",2,36.192
"E01029521",9,6.406
"E01005945",1,51.726
"E01005999",2,41.844
"E01006249",1,46.158
"E01006263",8,9.206
"E01006243",8,11.129
"E01005641",3,30.689
"E01006251",7,12.717
"E01006236",7,11.642
"E01005761",3,32.205
"E01005840",4,24.554
"E01005879",5,20.82
"E01005898",5,19.537
"E01005803",9,6.016
"E01006269",4,23.502
"E01005572",9,7.711
"E01022672",7,13.491
"E01022673",7,12.644
"E01022662",10,5.594
"E01015178",4,24.693
"E01030700",6,15.751
"E01030622",8,9.76
"E01030696",9,7.239
"E01030566",9,8.239
"E01022552",3,27.671
"E01014725",9,7.789
"E01007937",10,4.284
"E01022644",9,6.658
"E01022605",10,5.297
"E01022663",10,3.127
"E01014685",2,39.046
"E01030896",6,16.283
"E01030823",8,8.911
"E01031353",9,7.496
"E01030943",7,12.188
"E01015001",10,4.108
"E01030971",5,19.459
"E01014985",10,3.956
"E01015124",8,8.765
"E01031317",10,4.86
"E01031369",9,7.915
"E01030588",4,25.253
"E01030467",10,3.74
"E01030682",10,5.218
"E01030681",6,14.975
"E01031351",7,12.603
"E01028683",9,5.934
"E01028870",5,19.411
"E01028871",4,23.741
"E01028921",6,14.832
"E01030235",6,14.571
"E01028695",10,3.226
"E01028496",7,12.921
"E01028784",8,9.2
"E01010875",9,6.163
"E01030301",9,6.83
"E01030042",8,9.482
"E01030326",10,5.827
"E01010786",6,16.717
"E01010899",7,12.007
"E01010719",1,45.97
"E01014817",7,11.483
"E01014805",7,11.847
"E01015186",2,38.698
"E01015172",3,29.613
"E01015371",4,25.657
"E01014905",9,7.725
"E01015090",8,10.386
"E01014881",10,4.042
"E01028772",8,9.875
"E01015396",10,3.73
"E01030208",4,24.771
"E01028682",9,6.592
"E01015325",9,7.169
"E01015135",4,23.725
"E01015393",5,18.716
"E01002185",3,30.631
"E01002085",3,28.237
"E01005044",5,17.869
"E01005342",1,49.776
"E01002073",2,39.358
"E01005739",10,4.71
"E01002211",3,27.335
"E01002106",8,10.431
"E01004807",9,6.603
"E01004715",6,15.84
"E01004748",8,8.835
"E01004916",3,29.677
"E01002088",4,24.185
"E01005314",1,50.019
"E01005264",1,50.122
"E01005241",3,30.344
"E01007559",2,33.814
"E01007576",3,29.538
"E01005619",2,36.649
"E01005723",1,50.409
"E01007265",6,15.631
"E01007547",1,49.453
"E01007443",2,40.921
"E01007558",5,18.744
"E01005601",1,54.564
"E01005407",9,8.095
"E01005431",2,36.314
"E01005853",3,26.765
"E01005169",8,10.281
"E01004976",2,34.945
"E01005231",4,23.273
"E01001179",5,20.706
"E01000811",10,5.127
"E01001155",2,43.809
"E01000691",7,13.121
"E01004498",8,8.707
"E01004424",2,37.256
"E01000687",9,6.541
"E01004407",2,41.22
"E01010821",1,56.12
"E01010809",1,49.006
"E01000652",9,6.271
"E01000657",7,12.177
"E01010826",1,61.295
"E01010831",1,50.743
"E01000728",5,21.443
"E01006422",5,17.908
"E01004751",8,10.367
"E01004665",2,36.498
"E01006455",1,70.978
"E01000005",3,28.652
"E01004877",1,59.061
"E01006485",4,24.402
"E01006338",2,34.093
"E01004472",8,9.879
"E01004596",9,6.139
"E01004860",2,35.787
"E01004815",2,35.416
"E01005469",3,27.713
"E01004645",3,28.701
"E01004567",3,31.614
"E01017872",10,4.038
"E01001522",7,14.078
"E01017854",5,17.704
"E01001507",2,40.471
"E01017985",10,5.308
"E01017951",5,19.938
"E01001515",2,37.118
"E01001493",3,29.242
"E01019377",9,7.735
"E01010633",4,23.378
"E01010397",2,40.845
"E01010360",7,13.33
"E01010259",4,25.421
"E01010642",9,7.305
"E01019356",6,16.511
"E01001186",3,29.074
"E01001469",4,23.277
"E01001604",7,13.453
"E01001573",6,15.713
"E01001318",2,36.013
"E01018275",9,8.112
"E01001283",2,40.085
"E01001638",3,28.086
"E01017852",6,14.715
"E01001678",7,14.09
"E01017874",10,4.019
"E01017804",8,9.223
"E01001617",8,8.775
"E01001547",3,29.152
"E01001654",2,39.916
"E01007785",5,21.107
"E01007825",9,7.615
"E01007331",4,22.219
"E01007779",2,38.721
"E01007281",10,5.77
"E01007426",5,18.085
"E01007253",1,64.651
"E01007254",10,2.982
"E01010291",1,53.521
"E01007430",10,3.991
"E01010325",4,23.416
"E01007457",2,33.303
"E01007371",3,30.26
"E01007800",2,35.008
"E01007542",1,58.399
"E01009591",5,19.228
"E01009756",1,48.248
"E01009553",3,27.253
"E01009565",3,32.957
"E01010257",9,6.243
"E01010261",2,42.361
"E01009729",4,21.972
"E01010238",1,53.106
"E01010452",2,38.901
"E01009620",4,22.53
"E01007413",1,51.286
"E01009676",6,15.493
"E01010435",1,51.154
"E01010560",2,35.775
"E01010406",2,40.67
"E01017891",10,1.857
"E01017215",8,11.028
"E01017848",10,2.423
"E01017207",1,57.852
"E01017983",8,8.786
"E01017900",5,20.901
"E01017176",6,14.295
"E01017987",8,10.725
"E01015982",9,7.749
"E01017755",10,2.775
"E01017956",8,10.03
"E01017691",10,3.721
"E01017819",10,4.246
"E01017704",8,8.801
"E01016097",4,24.296
"E01010038",2,35.551
"E01017847",10,2.444
"E01009959",8,9.814
"E01017839",6,15.723
"E01010133",6,15.371
"E01022724",7,13.27
"E01010069",5,21.098
"E01009961",5,19.439
"E01009868",4,23.713
"E01009855",10,4.343
"E01017820",10,5.6
"E01017829",8,9.623
"E01009878",6,16.849
"E01010232",6,16.711
"E01010043",6,16.643
"E01017357",4,26.154
"E01017096",5,18.603
"E01017275",4,22.935
"E01017220",3,31.163
"E01017123",4,22.597
"E01017163",1,50.392
"E01017072",6,14.933
"E01017212",6,16.06
"E01006724",5,20.722
"E01006774",8,11.277
"E01006957",1,54.739
"E01006864",5,19.349
"E01017378",6,16.2
"E01017345",2,38.661
"E01017331",1,46.267
"E01018159",8,10.824
"E01018111",6,14.691
"E01018123",9,6.671
"E01017286",8,11.044
"E01017810",6,16.537
"E01017660",8,9.306
"E01017518",3,28.373
"E01017466",1,45.33
"E01018132",7,12.344
"E01018070",3,32.656
"E01018068",2,36.494
"E01018002",7,13.89
"E01018105",5,19.7
"E01017283",5,20.023
"E01018302",8,10.38
"E01010767",7,11.811
"E01001755",2,40.073
"E01002290",9,7.741
"E01010878",4,26.379
"E01002139",3,30.759
"E01002119",5,19.348
"E01001878",2,34.751
"E01001796",3,28.427
"E01010836",2,34.733
"E01010856",3,26.843
"E01010901",7,13.365
"E01010873",5,17.79
"E01002232",5,19.699
"E01010804",2,36.119
"E01010849",4,23.04
"E01001146",5,19.749
"E01000877",8,11.158
"E01000471",5,21.524
"E01000309",7,13.899
"E01000487",6,17.634
"E01001598",7,14.161
"E01000398",5,20.001
"E01000551",2,41.111
"E01001891",7,11.44
"E01010851",3,26.665
"E01001832",3,28.103
"E01001925",8,9.021
"E01001979",2,41.479
"E01000300",7,12.253
"E01001970",3,26.984
"E01017559",9,7.66
"E01018279",7,12.291
"E01010125",1,57.96
"E01018265",10,1.12
"E01017548",8,9.347
"E01018335",7,13.46
"E01017651",10,4.927
"E01017564",7,13.998
"E01022684",10,5.363
"E01010330",3,26.741
"E01010143",1,51.303
"E01018375",9,8.591
"E01010218",3,27.399
"E01010119",8,8.817
"E01010235",1,48.544
"E01017450",9,7.808
"E01017495",9,7.241
"E01017710",6,17.579
"E01017766",8,9.46
"E01017481",7,14.065
"E01010912",2,34.449
"E01017478",7,11.825
"E01017943",6,17.072
"E01018217",7,11.892
"E01018262",10,2.844
"E01018326",4,24.532
"E01018289",8,9.657
"E01017962",6,14.62
"E01017896",10,1.221
"E01017988",9,7.158
"E01006938",7,11.889
"E01007092",1,54.048
"E01007311",8,9.94
"E01007487",3,28.207
"E01007077",7,12.581
"E01006554",3,28.554
"E01006950",1,51.794
"E01006860",3,29.532
"E01006632",1,54.076
"E01006740",1,55.951
"E01007342",5,18.406
"E01007271",1,48.676
"E01007508",1,54.657
"E01007424",5,18.151
"E01006642",1,65.633
"E01007386",9,6.545
"E01007110",7,11.491
"E01007188",10,3.847
"E01018167",10,4.861
"E01018174",9,7.942
"E01018287",8,8.643
"E01018277",8,9.27
"E01018008",9,7.916
"E01017990",8,9.498
"E01006568",3,29.969
"E01006571",1,55.263
"E01006538",5,21.209
"E01006693",1,64.417
"E01007201",6,14.673
"E01007174",3,28.04
"E01007213",4,21.711
"E01000094",3,28.182
"E01000288",7,13.041
"E01018321",10,5.748
"E01000274",6,15.582
"E01000053",2,40.044
"E01006364",6,17.179
"E01000207",9,6.585
"E01000194",5,19.392
"E01018450",7,14.066
"E01018431",9,7.075
"E01018026",8,9.766
"E01018161",9,7.638
"E01007746",4,26.242
"E01018411",10,5.52
"E01018442",9,7.83
"E01006008",5,20.087
"E01006055",5,17.973
"E01006135",10,4.29
"E01006170",8,11.16
"E01006037",8,10.033
"E01007380",8,9.487
"E01006032",2,41.88
"E01005970",6,15.903
"E01000242",5,19.154
"E01000247",8,10.138
"E01006352",2,35.67
"E01006280",3,28.821
"E01005979",3,26.642
"E01005895",4,24.264
"E01006005",1,49.072
"E01025967",8,9.67
"E01025873",8,10.459
"E01019086",8,10.799
"E01025817",9,6.015
"E01031028",4,24.371
"E01031232",10,5.349
"E01019169",8,10.517
"E01025927",5,20.384
"E01019264",6,14.479
"E01019170",5,19.438
"E01006747",4,23.833
"E01018841",2,42.76
"E01019062",4,24.17
"E01019141",1,64.948
"E01019150",3,26.755
"E01007913",1,56.564
"E01007820",3,26.705
"E01031453",3,27.958
"E01007963",3,33.079
"E01007741",7,12.787
"E01026616",6,17.634
"E01007736",1,70.649
"E01007812",2,33.328
"E01031086",4,25.317
"E01031404",1,44.036
"E01031079",3,26.725
"E01018620",5,20.05
"E01019129",9,8.417
"E01031409",3,29.845
"E01031342",6,16.05
"E01006968",1,55.692
"E01026700",2,36.744
"E01007037",6,15.726
"E01007166",8,9.465
"E01019018",8,10.412
"E01018956",4,22.254
"E01018886",7,11.687
"E01026713",4,24.483
"E01007196",6,15.681
"E01007136",2,38.771
"E01007088",2,34.292
"E01007106",5,18.698
"E01007060",3,31.933
"E01006942",5,18.739
"E01007145",9,7.725
"E01006629",3,31.521
"E01006739",1,57.27
"E01006862",2,35.459
"E01006742",2,42.642
"E01018846",4,24.652
"E01018835",6,15.839
"E01006646",1,65.01
"E01018790",3,27.313
"E01018776",4,22.715
"E01026744",4,23.146
"E01018881",4,22.165
"E01018781",4,22.45
"E01026690",1,50.579
"E01006926",10,4.417
"E01026569",6,17.223
"E01007977",1,54.113
"E01021323",1,45.068
"E01008067",5,17.948
"E01008036",9,7.211
"E01008298",2,34.588
"E01008433",5,18.563
"E01021332",8,9.582
"E01008401",2,36.172
"E01021248",10,3.779
"E01021403",10,4.345
"E01007535",2,38.339
"E01021348",6,15.485
"E01021254",8,11.039
"E01021231",9,8.573
"E01021311",1,45.623
"E01008513",4,24.67
"E01008467",7,13.608
"E01008395",3,30.622
"E01008521",9,8.574
"E01008535",5,21.228
"E01008617",9,7.115
"E01007706",6,17.424
"E01007733",2,39.212
"E01008285",1,47.665
"E01006907",2,38.578
"E01008371",10,3.434
"E01008317",10,2.58
"E01006809",8,10.685
"E01008382",1,61.55
"E01006866",2,39.792
"E01007917",6,16.013
"E01017510",7,13.204
"E01007967",2,37.829
"E01007609",6,16.674
"E01017950",9,8.256
"E01017545",7,12.772
"E01017628",8,10.639
"E01017511",6,17.432
"E01018155",10,3.983
"E01018208",5,18.844
"E01018231",9,7.677
"E01007687",5,20.653
"E01008102",1,65.174
"E01007897",9,8.077
"E01018179",4,26.004
"E01008030",6,17.571
"E01008283",7,11.319
"E01007599",8,10.493
"E01008237",10,5.216
"E01007816",4,25.737
"E01007621",7,12.925
"E01007810",4,26.195
"E01007594",8,11.196
"E01018196",5,18.854
"E01017721",8,10.509
"E01017720",7,12.098
"E01017648",10,4.139
"E01008198",4,22.393
"E01008135",7,14.229
"E01017774",10,1.277
"E01020979",1,68.356
"E01021207",4,22.644
"E01021219",10,3.972
"E01021180",8,10.604
"E01020907",1,44.008
"E01020849",1,47.555
"E01020844",1,51.438
"E01020788",2,37.039
"E01021681",9,7.77
"E01021621",8,11.114
"E01020892",2,34.089
"E01021617",6,17.333
"E01021638",3,30.926
"E01021008",5,17.648
"E01021418",3,30.53
"E01006258",5,19.231
"E01006126",3,31.56
"E01006183",7,13.054
"E01006060",1,52.23
"E01018448",7,13.549
"E01018467",2,36.164
"E01006058",4,21.746
"E01018547",5,18.102
"E01007608",6,17.551
"E01006081",10,3.265
"E01020860",2,43.089
"E01007590",2,42.362
"E01007711",7,11.759
"E01007753",6,17.302
"E01007754",7,14.075
"E01020994",1,50.995
"E01020989",1,54.246
"E01022060",8,9.063
"E01022016",4,23.146
"E01022188",5,20.831
"E01022277",7,13.232
"E01020962",6,14.726
"E01022174",9,6.966
"E01008590",1,46.877
"E01022191",8,8.729
"E01008565",5,20.001
"E01008484",1,48.302
"E01022201",6,14.868
"E01022111",10,4.412
"E01022036",4,25.564
"E01022323",1,45.555
"E01021531",7,14.074
"E01022303",7,14.162
"E01022222",6,15.358
"E01020866",4,21.575
"E01020928",3,28.599
"E01021420",5,19.48
"E01021405",8,9.798
"E01021852",3,26.794
"E01021909",5,19.891
"E01022228",4,23.111
"E01022214",7,12.371
"E01022282",9,6.062
"E01022408",8,9.483
"E01021865",5,17.921
"E01015594",2,38.6
"E01015676",4,23.541
"E01023899",4,22.656
"E01015599",2,38.373
"E01033665",2,35.556
"E01022744",10,3.604
"E01015618",3,30.488
"E01015631",9,8.357
"E01015474",7,13.45
"E01023798",6,15.733
"E01015461",5,18.966
"E01015312",1,49.042
"E01023743",10,4.933
"E01023639",9,8.151
"E01023907",8,8.956
"E01023855",6,15.224
"E01022759",9,6.186
"E01022757",9,8.169
"E01023419",8,9.712
"E01023440",10,2.83
"E01022817",4,23.606
"E01033658",4,23.062
"E01022868",10,3.017
"E01022765",8,8.798
"E01033525",6,16.098
"E01033717",9,8.445
"E01033708",5,20.118
"E01033648",1,55.778
"E01023327",6,16.15
"E01023622",6,15.102
"E01023358",4,23.925
"E01007231",4,26.101
"E01007039",5,20.539
"E01006989",9,8.348
"E01006980",1,62.534
"E01018362",10,5.603
"E01018568",9,6.668
"E01007055",1,46.616
"E01018460",5,20.888
"E01018349",9,5.919
"E01018242",8,10.012
"E01008122",1,70.813
"E01018239",10,3.074
"E01018130",10,4.623
"E01018244",10,3.368
"E01018156",6,16.734
"E01015306",3,32.922
"E01015645",8,10.87
"E01015416",8,10.832
"E01015385",3,27.949
"E01015424",7,12.319
"E01015540",2,42.424
"E01015685",8,10.64
"E01015665",4,25.35
"E01018195",6,17.182
"E01018515",8,11.188
"E01018464",3,29.878
"E01018480",6,17.421
"E01006541",1,51.567
"E01018513",9,6.538
"E01018237",9,6.055
"E01032446",8,10.673
"E01032424",1,50.027
"E01032429",9,6.645
"E01032231",9,7.423
"E01032246",9,7.001
"E01032065",5,17.798
"E01032302",1,51.802
"E01032282",4,24.814
"E01024025",5,19.826
"E01023775",4,22.9
"E01023986",4,22.195
"E01023753",8,10.829
"E01023993",8,8.732
"E01032202",2,39.124
"E01015301",5,19.665
"E01009107",1,66.106
"E01010181",10,3.805
"E01009088",2,35.678
"E01010141",1,51.758
"E01009889",1,48.639
"E01010348",5,18.75
"E01010140",1,47.864
"E01010335",2,42.483
"E01010115",5,17.808
"E01010153",10,4.917
"E01032158",10,3.906
"E01010117",9,8.379
"E01010391",9,6.144
"E01010131",1,53.649
"E01010130",1,55.85
"E01031893",6,16.843
"E01032320",8,10.682
"E01031399",7,11.832
"E01031380",9,6.894
"E01032360",6,15.759
"E01032408",10,5.878
"E01032311",1,51.243
"E01032441",8,9.255
"E01022889",8,10.629
"E01022829",8,9.534
"E01022846",9,6.97
"E01033663",3,30.223
"E01031897",8,10.584
"E01031890",9,7.404
"E01031583",4,22.983
"E01032021",8,9.215
"E01023966",10,2.735
"E01031544",6,17.376
"E01032047",9,6.671
"E01023985",5,18.845
"E01032272",8,9.355
"E01023965",10,2.155
"E01015261",1,45.487
"E01032045",10,5.515
"E01031941",8,8.953
"E01031913",10,5.51
"E01031907",10,2.644
"E01031415",4,21.842
"E01032040",4,24.13
"E01032001",8,10.915
"E01026584",7,13.215
"E01018864",5,21.54
"E01019386",5,18.083
"E01018824",6,15.261
"E01019565",2,40.897
"E01019485",4,25.078
"E01019526",4,22.613
"E01019381",6,16.767
"E01020726",5,17.858
"E01020565",5,21.184
"E01020691",5,19.363
"E01020462",5,18.505
"E01018793",4,25.124
"E01018714",2,37.681
"E01020444",4,22.988
"E01018933",1,47.47
"E01018938",5,20.458
"E01026707",5,18.034
"E01026526",7,13.832
"E01032826",10,1.879
"E01032802",5,20.41
"E01032817",7,12.688
"E01032774",3,30.236
"E01018871",4,22.097
"E01018973",6,17.072
"E01019380",5,18.243
"E01018944",4,26.03
"E01018870",1,64.212
"E01018673",8,10.096
"E01018895",4,26.499
"E01010123",6,14.454
"E01010372",1,45.082
"E01009479",1,54.069
"E01010351",5,19.266
"E01020172",6,14.385
"E01020268",8,9.193
"E01010255",8,9.936
"E01010107",1,67.581
"E01010105",3,29.058
"E01009405",2,42.995
"E01008494",4,23.417
"E01010099",3,31.127
"E01010245",9,7.14
"E01009422",9,7.456
"E01009378",2,43.802
"E01019797",3,30.409
"E01019733",5,19.491
"E01020359",7,11.76
"E01020388",8,9.203
"E01019603",8,9.461
"E01019878",6,16.517
"E01020504",8,9.857
"E01019873",5,18.939
"E01020581",4,25.11
"E01020262",4,22.39
"E01020242",10,4.184
"E01020590",5,19.888
"E01020295",5,20.079
"E01018876",4,25.327
"E01020324",5,20.471
"E01007855",2,42.074
"E01008038",8,9.513
"E01033292",2,37.791
"E01033302",3,30.053
"E01008188",7,11.507
"E01008164",1,50.676
"E01008021",9,6.224
"E01008152",6,14.99
"E01032543",1,61.325
"E01032697",6,17.541
"E01032705",8,10.662
"E01032593",9,6.046
"E01033216",2,35.049
"E01033466",1,60.398
"E01033243",9,8.064
"E01007306",7,12.728
"E01007536",4,26.539
"E01007514",2,33.372
"E01007343",2,34.829
"E01008177",6,16.964
"E01008119",1,65.589
"E01008093",4,23.383
"E01007998",2,41.518
"E01007901",1,47.086
"E01008035",8,9.342
"E01007873",1,50.969
"E01007990",5,19.834
"E01007503",7,13.914
"E01007569",3,33.009
"E01007957",10,1.69
"E01006603",1,58.445
"E01007058",3,31.17
"E01006700",1,70.028
"E01006667",2,35.672
"E01006831",3,31.268
"E01006931",8,8.997
"E01007240",3,29.995
"E01007209",1,54.03
"E01032574",3,31.481
"E01032569",1,45.186
"E01032779",6,17.288
"E01032732",4,23.802
"E01032810",3,27.034
"E01032813",9,8.55
"E01032540",3,32.014
"E01033019",6,14.35
"E01033118",7,12.017
"E01033517",9,5.931
"E01033461",9,7.511
"E01033074",3,30.073
"E01032590",6,15.705
"E01033027",8,8.878
"E01032950",9,6.407
"E01006899",2,36.843
"E01032980",4,25.824
"E01006879",2,41.28
"E01006643",1,61.279
"E01032838",9,7.46
"E01033388",3,29.611
"E01032973",10,3.248
"E01023576",7,11.871
"E01023531",7,14.192
"E01015893",9,6.897
"E01023598",6,14.804
"E01008226",3,27.824
"E01023645",6,16.619
"E01008170",1,50.601
"E01008305",1,66.965
"E01015276",4,25.283
"E01016130",5,20.322
"E01016006",1,49.04
"E01015318",6,15.339
"E01016025",2,36.851
"E01015838",9,6.308
"E01016106",8,9.991
"E01008548",10,5.241
"E01008125",3,33.029
"E01008360",7,12.298
"E01008325",1,49.885
"E01008155",5,19.459
"E01008161",4,23.063
"E01008116",1,63.459
"E01008274",4,23.461
"E01023561",7,11.49
"E01023676",9,6.556
"E01023704",7,11.86
"E01023658",8,10.704
"E01023230",10,5.005
"E01008486",3,32.097
"E01008402",4,25.467
"E01009325",1,49.726
"E01009642",4,21.685
"E01009239",2,37.061
"E01009396",1,54.371
"E01009390",2,42.532
"E01015533",10,5.727
"E01009341",1,50.375
"E01015501",9,7.6
"E01015151",1,55.732
"E01015286",6,16.61
"E01015666",2,36.619
"E01015208",10,5.413
"E01015272",8,11.044
"E01009261",5,19.121
"E01015224",6,15.497
"E01015748",5,20.013
"E01014624",3,32.256
"E01015705",2,34.769
"E01022721",8,9.303
"E01015898",2,37.168
"E01015282",1,64.869
"E01015833",9,6.995
"E01015732",1,45.615
"E01015686",7,12.012
"E01015677",2,34.089
"E01009415",9,6.04
"E01009385",2,37.571
"E01015692",4,24.793
"E01016095",8,10.749
"E01015776",4,25.197
"E01006734",1,61.281
"E01024193",1,48.24
"E01006676",1,65.053
"E01024130",6,14.298
"E01024286",8,8.673
"E01024275",9,7.415
"E01006922",8,10.46
"E01006706",1,68.114
"E01006595",5,19.545
"E01006550",3,27.117
"E01023844",2,39.977
"E01023874",6,17.21
"E01006622",8,9.198
"E01007089",1,56.704
"E01006781",5,19.133
"E01006792",7,13.427
"E01023972",3,27.56
"E01024413",5,17.721
"E01024382",5,20.751
"E01023921",4,23.061
"E01006996",3,30.555
"E01006838",2,34.672
"E01024048",5,20.572
"E01006905",1,56.235
"E01024356",5,18.562
"E01024404",10,4.006
"E01024339",4,25.028
"E01024394",9,8.059
"E01008369",9,8.53
"E01008368",9,8.475
"E01022682",10,4.33
"E01022683",9,6.673
"E01022577",9,7.629
"E01018343",4,22.217
"E01023477",9,7.76
"E01023377",10,5.796
"E01023349",4,24.191
"E01023263",9,7.214
"E01009785",8,9.472
"E01018447",4,26.222
"E01018576",10,4.378
"E01009842",2,40.271
"E01009796",5,21.024
"E01022650",8,10.189
"E01018441",8,10.502
"E01024092",3,29.198
"E01024058",8,11.191
"E01024247",2,37.899
"E01024228",5,19.348
"E01023718",9,7.638
"E01024023",5,17.844
"E01024235",8,8.972
"E01023723",6,16.707
"E01023451",10,2.186
"E01018548",3,31.467
"E01023383",8,9.593
"E01018493",8,8.823
"E01023444",10,4.688
"E01024200",4,22.517
"E01023493",9,7.944
"E01016976",7,11.503
"E01016118",4,21.867
"E01016928",8,8.918
"E01016764",7,12.249
"E01010554",5,20.091
"E01010546",7,11.939
"E01016158",5,17.971
"E01016119",7,11.546
"E01010471",1,46.68
"E01010532",1,44.804
"E01016841",5,18.676
"E01016740",7,13.732
"E01016912",7,14.2
"E01017000",9,8.094
"E01010504",8,10.826
"E01009906",2,36.113
"E01009935",1,47.757
"E01009983",1,45.048
"E01009940",2,34.998
"E01009834",3,31.471
"E01009733",1,53.738
"E01009914",9,5.987
"E01009690",6,17.47
"E01010358",6,17.085
"E01010510",4,25.93
"E01016140",2,36.751
"E01010374",1,48.608
"E01010456",1,68.126
"E01010040",3,28.754
"E01010446",2,37.802
"E01008787",5,19.774
"E01009530",7,11.664
"E01010241",9,8.298
"E01009494",1,57.941
"E01008757",2,37.49
"E01009681",6,16.773
"E01008918",1,54.072
"E01008906",1,54.427
"E01009875",3,31.594
"E01022434",9,6.458
"E01009896",8,9.92
"E01009890",2,40.467
"E01010363",1,46.583
"E01010194",10,4.294
